-6.5577755,-12.304506,18.833477,-2.4372473,-14.399188,-14.962049,2.69272,-5.889646,4.857259,-2.98167,2.2535973,3.5008788,-1.0106368,4.0688653,-0.93897796,-0.9822107,-4.526395,-1.7121519,0.3107779,2.367682,-2.9519405,0.021534182,-2.0197985,2.04215,0.50567234,-0.6973331,-0.5957971,-2.6887243,1.2879581,1.787504,-1.3635279,-0.23350105,0.9754803,-1.7147766,1.1967658,0.63025147,-2.2400587,1.5372936,0.34935448,0.39653865,1.3795255,-4.0220165,2.3406124,0.54868263,-2.0858214,-1.0848682,-0.8342841,-1.0072522,0.8353892,1.2142494
29.108538,-2.7763658,0.03794622,-0.8797397,-0.95029813,-0.88623667,1.2468472,7.252474,-2.3996196,5.4202147,-6.79036,0.42920038,1.7592632,-0.23293746,-0.21849395,-1.1603605,-2.604138,3.0971105,0.50872874,-1.79024,1.445376,0.71967864,-0.011508571,-0.22937484,-0.8279443,-0.7700222,2.0921006,-3.0100956,0.4600261,1.4067117,1.6050019,0.3760833,0.13776055,-1.7009711,-1.7511423,-1.3572577,-4.4169827,-0.409045,3.0043764,2.519566,-0.7373215,-0.75516427,0.36591578,-0.6822081,-1.6932896,-0.17445675,0.37956586,0.8084727,-0.061812084,1.1742263
29.572409,-2.3676536,-0.7788264,-1.2749552,0.06162607,0.82737255,0.76147205,5.7131553,-1.5703843,2.9039936,-4.992652,1.4659619,1.903547,-4.3397937,0.1690355,-1.5262917,0.15923077,2.796267,0.43240994,-3.3532634,1.6540769,0.019005695,2.0513577,-2.7151477,-0.49858052,0.7992664,0.50260127,-0.8331636,-0.9806829,-0.47650585,-0.29221478,0.8696978,1.0878264,3.2930765,-1.0668796,1.2616856,-0.004517365,-0.5870184,-0.017104872,0.41896087,0.8810319,0.3714421,1.4167671,-0.20628716,1.591434,-2.6062524,0.64912224,0.5578512,-3.2249022,-0.2900135
-12.473532,-9.029472,3.9048653,-0.5767879,-6.8058977,-5.3412905,1.0097198,-1.6072102,0.06417505,-3.4859517,0.64771014,-8.602994,-2.3367894,8.715698,1.1049922,-0.5417598,2.141793,4.1072106,1.1378857,-1.6457795,2.6102822,-0.34139377,-0.55942655,1.0558367,-0.16598344,1.8592149,0.32061395,-0.10345377,0.13054883,0.7443367,-0.43166077,-0.28651133,0.35941643,-1.0292274,0.5939661,-0.5276184,-1.2465714,0.72632384,-0.88161033,-1.0159891,-1.0716844,-0.81745416,-1.6605221,-0.78292865,0.29300228,0.061271936,-3.3205965,-0.2768794,0.08473823,0.8586286
20.247076,0.6802592,-8.652387,0.47923976,-0.5330014,-2.7056618,0.46092182,-2.070707,0.34975994,1.0581294,-0.36132658,-1.9072607,-0.8032447,5.325633,1.0770155,0.09989706,-3.0280118,-1.3016822,0.9668042,3.2203696,-2.835647,-0.16379619,-1.6287439,1.4097443,0.050393943,0.90165955,-0.46138942,1.3342372,0.46307677,0.8973974,-1.1360996,-1.0436608,-0.83770686,-4.32397,1.0499511,-2.9393227,1.8858358,1.501758,-2.3507679,-1.8831813,-0.43162426,-2.3424945,0.5348973,-0.82125473,-1.0076783,1.562602,1.946735,1.1014727,0.49049053,-1.0447785
-10.524269,22.306314,1.6651438,-1.0011178,-4.023112,3.8174775,-0.21896563,4.034415,-2.6608405,-4.3309655,1.7901988,-5.0363564,3.270255,1.5837173,1.497326,-0.17796806,-10.844863,-3.42699,-1.8521318,-6.4293528,6.4300876,-0.16659972,-1.8871975,0.7178673,0.66907066,0.57123387,-2.3161464,-1.3316761,-4.287697,2.4483402,-1.1654657,-0.011301781,-0.9404953,4.954562,-0.80145216,0.24421546,2.069245,0.9883847,-0.081732124,-0.53656894,0.41105044,3.2175744,-5.990336,-2.1610396,2.9236822,2.4831412,-1.0410738,0.4658265,4.072312,-1.386904
-15.422532,-5.6717825,-17.678972,4.5365343,-2.400691,-6.2523365,0.6165742,-3.6609974,1.2231126,4.817626,4.31126,2.147994,-0.33624402,2.3181522,0.48746172,0.3124161,-2.9053357,-1.0841146,1.4296017,3.1748445,-3.6553051,0.027236924,-1.2748231,-0.57340145,-0.51414,0.92776924,0.13584204,0.4133461,-0.009578293,0.8828127,0.6946213,-0.9025192,0.020705905,-0.2877906,-0.24231733,-0.20923337,0.74976975,0.08500927,1.3343318,-0.29511458,-0.8188725,0.49652532,-0.7592776,-1.2225273,0.9957018,-1.6081915,-3.1436117,-0.32278866,-1.9324467,1.1998432
-16.755407,-6.0196767,-8.368523,1.4068412,3.5908422,1.8531995,0.0897444,-1.6495985,1.7953082,1.0226136,-0.7960817,2.9506452,0.84488887,-2.9922552,-0.10724754,0.24702436,-0.6380605,-0.7020243,0.4649111,0.9776007,-1.6473476,-0.844018,1.0596865,-0.15069592,0.2267375,-1.561518,0.5887211,-0.83781594,-1.6189734,-0.40830415,-0.6652168,-0.7296816,-0.0368695,1.4730346,0.051949013,0.9374608,1.3463277,-0.7927067,-0.074760035,2.640651,-0.31991956,0.847125,-0.11385918,1.2584766,-0.9177769,0.16259348,-0.3480095,1.3533607,0.32736427,-0.030696854
-11.920541,18.02288,-7.943986,1.6838801,-4.5231657,-1.9078282,0.33295307,-2.78723,1.1438373,-2.3303182,2.2417605,-1.8558011,-2.430818,3.607019,0.10709974,0.19575593,1.478789,-1.1804131,-0.09857556,0.30421197,0.8338864,0.16697137,-1.5044633,1.8959875,0.21693552,-0.1438438,-0.52571553,0.38724726,-1.2364831,-0.22145651,-0.51422644,-0.8187699,-0.8420071,0.37322268,-0.12087031,0.403876,1.4428575,-0.14709581,0.35323426,-0.3861784,1.2061615,-1.0507338,-1.2968509,-0.19036226,0.58695936,-0.059197728,1.0193402,-0.03735526,-1.6204991,2.4336665
29.833826,-2.3206208,1.5797188,-3.0912862,3.3557508,4.533799,0.7655301,8.1399765,-0.8205043,-2.424437,-3.2848656,3.6120858,-0.33047956,0.8127605,0.18137053,-0.5382722,-0.206262,4.5977163,1.2064177,-1.0703069,1.5426482,-0.20457332,-0.3365259,0.5224061,0.27702817,-0.33567587,-0.8170956,-0.29471892,-0.46386442,0.053142406,1.1940465,0.80183804,-0.3192463,-0.6541661,-0.25241408,-0.67056656,-1.9900757,-1.5439487,0.43991786,1.2753786,0.93147206,0.09002677,-2.389862,-0.12084371,-0.09308885,-0.20391333,0.084110655,-1.2645127,-1.8670431,1.0691031
